palabra,categoria,total_1960,total_1970,total_1980,total_1990,total_2000,total_2010,total_2020
pooh,NOUN,0.0,0.0,0.0,1.0,12.0,1.0,1.0
flounder,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
jeckle,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lefrac,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gardner,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sniffable,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
skateboard,ADJ,0.0,0.0,0.0,1.0,3.0,0.0,2.0
dissing,NOUN,0.0,0.0,0.0,1.0,8.0,1.0,1.0
streaker,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
prankster,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
whipple,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wooler,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
biten,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gripe,NOUN,0.0,0.0,0.0,1.0,3.0,1.0,0.0
racoons,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
loudspeaker,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bathrooms,NOUN,0.0,0.0,0.0,1.0,1.0,1.0,0.0
pickpocket,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dorsey,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
coffey,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
schneider,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
molehills,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
awella,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
aboriginal,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
skeptacleptic,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
epileptic,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
boll,NOUN,0.0,0.0,0.0,1.0,6.0,0.0,0.0
intercontinental,ADJ,0.0,0.0,0.0,1.0,1.0,2.0,0.0
baldhead,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vthe,ADJ,0.0,0.0,0.0,1.0,2.0,0.0,0.0
maroon,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,10.0
vigoda,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ime,ADJ,0.0,0.0,0.0,1.0,0.0,3.0,1.0
prosciutto,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
seefurther,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
resin,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
laimbeer,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
dropin,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
descision,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bullwinkle,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
plutonium,NOUN,0.0,0.0,0.0,1.0,3.0,0.0,0.0
pandemonium,NOUN,0.0,0.0,0.0,1.0,3.0,1.0,0.0
vocabulary,ADJ,0.0,0.0,0.0,1.0,3.0,0.0,0.0
brouhahaha,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
watson,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,1.0
phaser,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tricorder,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
confortable,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cirque,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,1.0
deuces,NOUN,0.0,0.0,0.0,1.0,8.0,3.0,1.0
irreverence,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
acheer,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
temp,NOUN,0.0,0.0,0.0,1.0,3.0,0.0,0.0
tier,NOUN,0.0,0.0,0.0,1.0,7.0,2.0,2.0
sensuround,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hubbub,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
julep,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
milkin,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ropea,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
knickknack,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bloodstream,NOUN,0.0,0.0,0.0,1.0,0.0,7.0,0.0
phontom,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
binos,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
knockknock,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
donecause,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
kremes,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
phillis,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
galilla,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
galime,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
malaria,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
krispy,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hyman,NOUN,0.0,0.0,0.0,1.0,1.0,1.0,0.0
nigros,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
theorems,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
filas,NOUN,0.0,0.0,0.0,1.0,3.0,0.0,0.0
delaycause,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
raunchy,NOUN,0.0,0.0,0.0,1.0,5.0,0.0,0.0
cdouble,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rbetter,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
jile,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nig,NOUN,0.0,0.0,0.0,1.0,6.0,3.0,7.0
blackkill,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
insemination,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zags,NOUN,0.0,0.0,0.0,1.0,3.0,0.0,0.0
fronters,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
aspca,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
unhealed,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
uphands,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
upword,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
upso,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bode,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
irons,NOUN,0.0,0.0,0.0,1.0,1.0,1.0,1.0
dougie,NOUN,0.0,0.0,0.0,1.0,6.0,1.0,0.0
bozak,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
filleter,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
slicer,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tvstill,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
communications,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
dyour,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
molto,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
impala,NOUN,0.0,0.0,0.0,1.0,11.0,0.0,1.0
leaner,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,1.0
shhhhhhh,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wettest,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tombs,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
shhhhh,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
myfavorite,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
draftsman,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
maskin,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
flashlight,NOUN,0.0,0.0,0.0,1.0,5.0,0.0,2.0
procrastin,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hatches,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
craftsman,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fastin,NOUN,0.0,0.0,0.0,1.0,2.0,6.0,0.0
selfimportant,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
muggin,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
cornbread,NOUN,0.0,0.0,0.0,1.0,4.0,0.0,0.0
shhhhhhhh,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
steppers,NOUN,0.0,0.0,0.0,1.0,3.0,1.0,0.0
stroller,NOUN,0.0,0.0,0.0,1.0,6.0,0.0,2.0
fanitic,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mombiles,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cellmates,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
peacho,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
adecima,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
atook,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cumulus,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
shuggie,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
comesounds,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
multiplication,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tailpipe,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
repeatin,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
mackenzie,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
immenseness,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
negotiation,NOUN,0.0,0.0,0.0,1.0,1.0,3.0,0.0
fuels,NOUN,0.0,0.0,0.0,1.0,2.0,2.0,0.0
retrenchment,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
favelas,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,2.0
brasil,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,1.0
cubs,NOUN,0.0,0.0,0.0,1.0,1.0,1.0,1.0
hoggishness,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
onionskin,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
crowbars,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
canvases,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
hoarse,ADJ,0.0,0.0,0.0,1.0,4.0,2.0,0.0
hurtinand,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sniper,NOUN,0.0,0.0,0.0,1.0,12.0,7.0,0.0
crullers,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
abs,NOUN,0.0,0.0,0.0,1.0,4.0,1.0,2.0
coalition,NOUN,0.0,0.0,0.0,1.0,1.0,1.0,0.0
bozack,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
plausibility,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
expansions,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
spastic,ADJ,0.0,0.0,0.0,1.0,2.0,0.0,0.0
cerrone,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
innocentnever,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
driller,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vivant,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hutt,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
multilateral,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
defame,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
originators,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ghandi,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,1.0
asana,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
asip,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
shallbecheck,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ason,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
satient,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
advertisers,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
rizzuto,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
presson,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ssshhh,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
breakdancers,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
unitea,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sportsac,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
backsides,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
intergalaction,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
overripe,NOUN,0.0,0.0,0.0,1.0,0.0,2.0,0.0
visor,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
guides,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
blitzer,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fenders,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hackers,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
reunite,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
burzootie,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mafioso,ADJ,0.0,0.0,0.0,1.0,2.0,0.0,1.0
mojitos,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
reaffirmation,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
stewardesses,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
porte,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,2.0
dreamshe,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sinca,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
foriginal,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
womd,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tate,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,1.0
grady,NOUN,0.0,0.0,0.0,1.0,8.0,1.0,0.0
badgers,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
riser,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
amaduous,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wipple,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
comesand,NOUN,0.0,0.0,0.0,1.0,3.0,0.0,0.0
concise,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
funkyass,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
narration,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
cutthroat,ADJ,0.0,0.0,0.0,1.0,3.0,17.0,0.0
trajectories,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
horatio,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bakeem,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dragnet,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
roper,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dadum,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,1.0
flapjacks,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bidet,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
collisions,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gnop,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
yusef,NOUN,0.0,0.0,0.0,1.0,7.0,0.0,0.0
matzoh,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
preroll,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
grammar,NOUN,0.0,0.0,0.0,1.0,9.0,1.0,1.0
mothership,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sentient,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tyrannosaurus,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fabriques,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wohoohaa,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rightnow,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
bonbons,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
surmountable,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scandelescent,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
themasses,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
slingshot,ADJ,0.0,0.0,0.0,1.0,3.0,1.0,0.0
rastaman,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
eggings,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
longitudes,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
kpap,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
latitudes,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
plainness,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
merlin,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
desig,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wonderama,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bleeker,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
brownstones,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
blimpies,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
montague,NOUN,0.0,0.0,0.0,1.0,1.0,1.0,0.0
droves,NOUN,0.0,0.0,0.0,1.0,1.0,2.0,0.0
bvd,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
openness,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
homophobics,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fonts,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
spazzes,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
goatee,NOUN,0.0,0.0,0.0,1.0,4.0,0.0,1.0
capri,NOUN,0.0,0.0,0.0,1.0,4.0,4.0,1.0
strool,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rrright,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fondue,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sergio,NOUN,0.0,0.0,0.0,1.0,4.0,0.0,0.0
tacchini,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pitt,NOUN,0.0,0.0,0.0,1.0,3.0,5.0,14.0
librarians,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gonnawear,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
georgous,ADJ,0.0,0.0,0.0,1.0,2.0,0.0,0.0
pouw,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gurie,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tatte,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
costom,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
danson,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ornithologist,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rotary,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
freebasin,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
weòve,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chillout,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
gravitation,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
roaster,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
proctologist,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
allieoop,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
anumber,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ddouble,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
quarries,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
altruistic,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
achive,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
buddhahood,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
interlockin,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
neuf,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
weevil,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
schellenbach,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bassy,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
muraahh,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
eastie,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
astie,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
girlgolden,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pap,NOUN,0.0,0.0,0.0,1.0,3.0,1.0,1.0
physico,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ump,ADJ,0.0,0.0,0.0,1.0,3.0,0.0,0.0
rahmalzee,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
beppers,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
faiths,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,1.0
tickels,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
russel,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rastafariyeah,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
simmons,NOUN,0.0,0.0,0.0,1.0,3.0,3.0,0.0
irt,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
jazzbo,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chalice,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
thechickens,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chafe,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
shadi,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lautrec,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
meyers,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
goodyear,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
abednagosteal,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
putney,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
radium,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
traits,NOUN,0.0,0.0,0.0,1.0,9.0,3.0,1.0
shocker,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,1.0
naugles,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
antic,ADJ,0.0,0.0,0.0,1.0,0.0,1.0,0.0
popeil,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bloopers,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
herman,NOUN,0.0,0.0,0.0,1.0,4.0,0.0,0.0
blueprints,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
wrestler,NOUN,0.0,0.0,0.0,1.0,6.0,2.0,0.0
fiber,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,7.0
optic,NOUN,0.0,0.0,0.0,1.0,3.0,0.0,0.0
contraction,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
isntrumental,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
microfilm,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rodents,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
melon,NOUN,0.0,0.0,0.0,1.0,3.0,1.0,3.0
cochise,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
scans,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,1.0
eightythree,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,1.0
tri,ADJ,0.0,0.0,0.0,1.0,3.0,1.0,0.0
fatburger,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
palladium,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
burgers,NOUN,0.0,0.0,0.0,1.0,6.0,4.0,0.0
biter,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
crossovers,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cire,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
delegance,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
sth,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
shrubery,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
grannies,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lookka,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
weee,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
deucecause,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mackinest,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dookies,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
wooha,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
toulouse,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
decontrol,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parameters,NOUN,0.0,0.0,0.0,1.0,1.0,0.0,0.0
packinest,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
provolone,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
synthesize,NOUN,0.0,0.0,0.0,1.0,3.0,0.0,0.0
unlockable,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
queasy,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,1.0
sumo,ADJ,0.0,0.0,0.0,1.0,3.0,1.0,1.0
thethrongs,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tofight,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
agendas,NOUN,0.0,0.0,0.0,1.0,0.0,1.0,0.0
bunyons,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bunyon,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
underlies,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rhymescheme,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tranquilizer,NOUN,0.0,0.0,0.0,1.0,2.0,0.0,0.0
disses,NOUN,0.0,0.0,0.0,1.0,1.0,3.0,0.0
gestation,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
scams,NOUN,0.0,0.0,0.0,1.0,1.0,2.0,1.0
vehicle,NOUN,0.0,0.0,0.0,1.0,14.0,4.0,0.0
whaooo,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cornelious,ADJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0
massingways,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
peepers,NOUN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
disk,NOUN,0.0,0.0,0.0,1.0,6.0,0.0,0.0
